"lid","reporter","indicator","unit"
79934,"Kazakhstan","(a) ","in % of total"
120433,"Moldova","(a) ","in % of total"
79955,"Montenegro","(a) ","in % of total"
79972,"North Macedonia","(a) ","in % of total"
79989,"Poland","(a) ","in % of total"
80023,"Romania","(a) ","in % of total"
80057,"Russia","(a) ","in % of total"
80040,"Serbia","(a) ","in % of total"
80165,"Serbia and Montenegro","(a) ","in % of total"
80131,"Slovakia","(a) ","in % of total"
80094,"Slovenia","(a) ","in % of total"
80148,"Ukraine","(a) ","in % of total"
22332,"Bosnia and Herzegovina","(a) ","th persons, period average"
16009,"Bulgaria","(a) ","th persons, period average"
20212,"Croatia","(a) ","th persons, period average"
16884,"Czechia","(a) ","th persons, period average"
18772,"Hungary","(a) ","th persons, period average"
69443,"Kazakhstan","(a) ","th persons, period average"
120401,"Moldova","(a) ","th persons, period average"
18255,"Montenegro","(a) ","th persons, period average"
21785,"North Macedonia","(a) ","th persons, period average"
22868,"Poland","(a) ","th persons, period average"
23838,"Romania","(a) ","th persons, period average"
58988,"Russia","(a) ","th persons, period average"
19651,"Serbia","(a) ","th persons, period average"
27952,"Serbia and Montenegro","(a) ","th persons, period average"
26591,"Slovakia","(a) ","th persons, period average"
20881,"Slovenia","(a) ","th persons, period average"
25877,"Ukraine","(a) ","th persons, period average"
79788,"Bosnia and Herzegovina","(a) ","in % of total"
79810,"Bulgaria","(a) ","in % of total"
79879,"Croatia","(a) ","in % of total"
79845,"Czechia","(a) ","in % of total"
79918,"Hungary","(a) ","in % of total"
79935,"Kazakhstan","(a) ","in % of total"
120435,"Moldova","(a) ","in % of total"
79956,"Montenegro","(a) ","in % of total"
79973,"North Macedonia","(a) ","in % of total"
79990,"Poland","(a) ","in % of total"
80024,"Romania","(a) ","in % of total"
80058,"Russia","(a) ","in % of total"
80041,"Serbia","(a) ","in % of total"
80166,"Serbia and Montenegro","(a) ","in % of total"
80132,"Slovakia","(a) ","in % of total"
80095,"Slovenia","(a) ","in % of total"
80149,"Ukraine","(a) ","in % of total"
22333,"Bosnia and Herzegovina","(a) ","th persons, period average"
16010,"Bulgaria","(a) ","th persons, period average"
20213,"Croatia","(a) ","th persons, period average"
16885,"Czechia","(a) ","th persons, period average"
18773,"Hungary","(a) ","th persons, period average"
69444,"Kazakhstan","(a) ","th persons, period average"
120402,"Moldova","(a) ","th persons, period average"
18256,"Montenegro","(a) ","th persons, period average"
21786,"North Macedonia","(a) ","th persons, period average"
22869,"Poland","(a) ","th persons, period average"
23840,"Romania","(a) ","th persons, period average"
58989,"Russia","(a) ","th persons, period average"
19652,"Serbia","(a) ","th persons, period average"
27953,"Serbia and Montenegro","(a) ","th persons, period average"
26592,"Slovakia","(a) ","th persons, period average"
20882,"Slovenia","(a) ","th persons, period average"
25878,"Ukraine","(a) ","th persons, period average"
79789,"Bosnia and Herzegovina","(a) ","in % of total"
79811,"Bulgaria","(a) ","in % of total"
79880,"Croatia","(a) ","in % of total"
79846,"Czechia","(a) ","in % of total"
79919,"Hungary","(a) ","in % of total"
79936,"Kazakhstan","(a) ","in % of total"
120436,"Moldova","(a) ","in % of total"
79957,"Montenegro","(a) ","in % of total"
79974,"North Macedonia","(a) ","in % of total"
79991,"Poland","(a) ","in % of total"
80025,"Romania","(a) ","in % of total"
80059,"Russia","(a) ","in % of total"
80042,"Serbia","(a) ","in % of total"
80167,"Serbia and Montenegro","(a) ","in % of total"
80133,"Slovakia","(a) ","in % of total"
80096,"Slovenia","(a) ","in % of total"
80150,"Ukraine","(a) ","in % of total"
22335,"Bosnia and Herzegovina","(a) ","th persons, period average"
16012,"Bulgaria","(a) ","th persons, period average"
20215,"Croatia","(a) ","th persons, period average"
16886,"Czechia","(a) ","th persons, period average"
18775,"Hungary","(a) ","th persons, period average"
69445,"Kazakhstan","(a) ","th persons, period average"
120403,"Moldova","(a) ","th persons, period average"
18258,"Montenegro","(a) ","th persons, period average"
21787,"North Macedonia","(a) ","th persons, period average"
22870,"Poland","(a) ","th persons, period average"
23844,"Romania","(a) ","th persons, period average"
58991,"Russia","(a) ","th persons, period average"
19654,"Serbia","(a) ","th persons, period average"
27955,"Serbia and Montenegro","(a) ","th persons, period average"
26593,"Slovakia","(a) ","th persons, period average"
20883,"Slovenia","(a) ","th persons, period average"
25867,"Ukraine","(a) ","th persons, period average"
79790,"Bosnia and Herzegovina","(a) ","in % of total"
79812,"Bulgaria","(a) ","in % of total"
79881,"Croatia","(a) ","in % of total"
79847,"Czechia","(a) ","in % of total"
79920,"Hungary","(a) ","in % of total"
79937,"Kazakhstan","(a) ","in % of total"
120437,"Moldova","(a) ","in % of total"
79958,"Montenegro","(a) ","in % of total"
79975,"North Macedonia","(a) ","in % of total"
79992,"Poland","(a) ","in % of total"
80026,"Romania","(a) ","in % of total"
80060,"Russia","(a) ","in % of total"
80043,"Serbia","(a) ","in % of total"
80168,"Serbia and Montenegro","(a) ","in % of total"
80134,"Slovakia","(a) ","in % of total"
80097,"Slovenia","(a) ","in % of total"
80151,"Ukraine","(a) ","in % of total"
22336,"Bosnia and Herzegovina","(a) ","th persons, period average"
16013,"Bulgaria","(a) ","th persons, period average"
20216,"Croatia","(a) ","th persons, period average"
16887,"Czechia","(a) ","th persons, period average"
18776,"Hungary","(a) ","th persons, period average"
69446,"Kazakhstan","(a) ","th persons, period average"
120404,"Moldova","(a) ","th persons, period average"
18259,"Montenegro","(a) ","th persons, period average"
21788,"North Macedonia","(a) ","th persons, period average"
22871,"Poland","(a) ","th persons, period average"
23846,"Romania","(a) ","th persons, period average"
58992,"Russia","(a) ","th persons, period average"
19655,"Serbia","(a) ","th persons, period average"
27956,"Serbia and Montenegro","(a) ","th persons, period average"
26594,"Slovakia","(a) ","th persons, period average"
20884,"Slovenia","(a) ","th persons, period average"
25868,"Ukraine","(a) ","th persons, period average"
79791,"Bosnia and Herzegovina","(a) ","in % of total"
79813,"Bulgaria","(a) ","in % of total"
79882,"Croatia","(a) ","in % of total"
79848,"Czechia","(a) ","in % of total"
79921,"Hungary","(a) ","in % of total"
79938,"Kazakhstan","(a) ","in % of total"
120438,"Moldova","(a) ","in % of total"
79959,"Montenegro","(a) ","in % of total"
79976,"North Macedonia","(a) ","in % of total"
79993,"Poland","(a) ","in % of total"
80027,"Romania","(a) ","in % of total"
80061,"Russia","(a) ","in % of total"
80044,"Serbia","(a) ","in % of total"
80169,"Serbia and Montenegro","(a) ","in % of total"
80135,"Slovakia","(a) ","in % of total"
80098,"Slovenia","(a) ","in % of total"
80152,"Ukraine","(a) ","in % of total"
22337,"Bosnia and Herzegovina","(a) ","th persons, period average"
16014,"Bulgaria","(a) ","th persons, period average"
20217,"Croatia","(a) ","th persons, period average"
16888,"Czechia","(a) ","th persons, period average"
18777,"Hungary","(a) ","th persons, period average"
69447,"Kazakhstan","(a) ","th persons, period average"
120405,"Moldova","(a) ","th persons, period average"
18260,"Montenegro","(a) ","th persons, period average"
21789,"North Macedonia","(a) ","th persons, period average"
22872,"Poland","(a) ","th persons, period average"
23848,"Romania","(a) ","th persons, period average"
58993,"Russia","(a) ","th persons, period average"
19656,"Serbia","(a) ","th persons, period average"
27957,"Serbia and Montenegro","(a) ","th persons, period average"
26595,"Slovakia","(a) ","th persons, period average"
20885,"Slovenia","(a) ","th persons, period average"
25869,"Ukraine","(a) ","th persons, period average"
79792,"Bosnia and Herzegovina","(a) ","in % of total"
79814,"Bulgaria","(a) ","in % of total"
79883,"Croatia","(a) ","in % of total"
79849,"Czechia","(a) ","in % of total"
79922,"Hungary","(a) ","in % of total"
79939,"Kazakhstan","(a) ","in % of total"
120439,"Moldova","(a) ","in % of total"
79960,"Montenegro","(a) ","in % of total"
79977,"North Macedonia","(a) ","in % of total"
79994,"Poland","(a) ","in % of total"
80028,"Romania","(a) ","in % of total"
80062,"Russia","(a) ","in % of total"
80045,"Serbia","(a) ","in % of total"
80170,"Serbia and Montenegro","(a) ","in % of total"
80136,"Slovakia","(a) ","in % of total"
80099,"Slovenia","(a) ","in % of total"
80153,"Ukraine","(a) ","in % of total"
22338,"Bosnia and Herzegovina","(a) ","th persons, period average"
16015,"Bulgaria","(a) ","th persons, period average"
20218,"Croatia","(a) ","th persons, period average"
16889,"Czechia","(a) ","th persons, period average"
18778,"Hungary","(a) ","th persons, period average"
69448,"Kazakhstan","(a) ","th persons, period average"
120406,"Moldova","(a) ","th persons, period average"
18261,"Montenegro","(a) ","th persons, period average"
21790,"North Macedonia","(a) ","th persons, period average"
22873,"Poland","(a) ","th persons, period average"
23850,"Romania","(a) ","th persons, period average"
58994,"Russia","(a) ","th persons, period average"
19657,"Serbia","(a) ","th persons, period average"
27958,"Serbia and Montenegro","(a) ","th persons, period average"
26596,"Slovakia","(a) ","th persons, period average"
20886,"Slovenia","(a) ","th persons, period average"
25870,"Ukraine","(a) ","th persons, period average"
79793,"Bosnia and Herzegovina","(a) ","in % of total"
79815,"Bulgaria","(a) ","in % of total"
79884,"Croatia","(a) ","in % of total"
79850,"Czechia","(a) ","in % of total"
79923,"Hungary","(a) ","in % of total"
79940,"Kazakhstan","(a) ","in % of total"
120440,"Moldova","(a) ","in % of total"
79961,"Montenegro","(a) ","in % of total"
79978,"North Macedonia","(a) ","in % of total"
79995,"Poland","(a) ","in % of total"
80029,"Romania","(a) ","in % of total"
80063,"Russia","(a) ","in % of total"
80046,"Serbia","(a) ","in % of total"
80171,"Serbia and Montenegro","(a) ","in % of total"
80137,"Slovakia","(a) ","in % of total"
80100,"Slovenia","(a) ","in % of total"
80154,"Ukraine","(a) ","in % of total"
22339,"Bosnia and Herzegovina","(a) ","th persons, period average"
16016,"Bulgaria","(a) ","th persons, period average"
20219,"Croatia","(a) ","th persons, period average"
16890,"Czechia","(a) ","th persons, period average"
18779,"Hungary","(a) ","th persons, period average"
69449,"Kazakhstan","(a) ","th persons, period average"
120407,"Moldova","(a) ","th persons, period average"
18262,"Montenegro","(a) ","th persons, period average"
21791,"North Macedonia","(a) ","th persons, period average"
22874,"Poland","(a) ","th persons, period average"
23852,"Romania","(a) ","th persons, period average"
58995,"Russia","(a) ","th persons, period average"
19658,"Serbia","(a) ","th persons, period average"
27959,"Serbia and Montenegro","(a) ","th persons, period average"
26597,"Slovakia","(a) ","th persons, period average"
20887,"Slovenia","(a) ","th persons, period average"
25871,"Ukraine","(a) ","th persons, period average"
79794,"Bosnia and Herzegovina","(a) ","in % of total"
79816,"Bulgaria","(a) ","in % of total"
79885,"Croatia","(a) ","in % of total"
79851,"Czechia","(a) ","in % of total"
79924,"Hungary","(a) ","in % of total"
79945,"Kazakhstan","(a) ","in % of total"
120441,"Moldova","(a) ","in % of total"
79962,"Montenegro","(a) ","in % of total"
79979,"North Macedonia","(a) ","in % of total"
79996,"Poland","(a) ","in % of total"
80030,"Romania","(a) ","in % of total"
80064,"Russia","(a) ","in % of total"
80047,"Serbia","(a) ","in % of total"
80172,"Serbia and Montenegro","(a) ","in % of total"
80138,"Slovakia","(a) ","in % of total"
80101,"Slovenia","(a) ","in % of total"
80155,"Ukraine","(a) ","in % of total"
22340,"Bosnia and Herzegovina","(a) ","th persons, period average"
16017,"Bulgaria","(a) ","th persons, period average"
20220,"Croatia","(a) ","th persons, period average"
16891,"Czechia","(a) ","th persons, period average"
18780,"Hungary","(a) ","th persons, period average"
69450,"Kazakhstan","(a) ","th persons, period average"
120408,"Moldova","(a) ","th persons, period average"
18263,"Montenegro","(a) ","th persons, period average"
21792,"North Macedonia","(a) ","th persons, period average"
22875,"Poland","(a) ","th persons, period average"
23854,"Romania","(a) ","th persons, period average"
58996,"Russia","(a) ","th persons, period average"
19659,"Serbia","(a) ","th persons, period average"
27960,"Serbia and Montenegro","(a) ","th persons, period average"
26598,"Slovakia","(a) ","th persons, period average"
20888,"Slovenia","(a) ","th persons, period average"
25872,"Ukraine","(a) ","th persons, period average"
79795,"Bosnia and Herzegovina","(a) ","in % of total"
79817,"Bulgaria","(a) ","in % of total"
79886,"Croatia","(a) ","in % of total"
79852,"Czechia","(a) ","in % of total"
79925,"Hungary","(a) ","in % of total"
79946,"Kazakhstan","(a) ","in % of total"
120442,"Moldova","(a) ","in % of total"
79963,"Montenegro","(a) ","in % of total"
79980,"North Macedonia","(a) ","in % of total"
79997,"Poland","(a) ","in % of total"
80031,"Romania","(a) ","in % of total"
80065,"Russia","(a) ","in % of total"
80048,"Serbia","(a) ","in % of total"
80173,"Serbia and Montenegro","(a) ","in % of total"
80139,"Slovakia","(a) ","in % of total"
80102,"Slovenia","(a) ","in % of total"
80156,"Ukraine","(a) ","in % of total"
22341,"Bosnia and Herzegovina","(a) ","th persons, period average"
16018,"Bulgaria","(a) ","th persons, period average"
20221,"Croatia","(a) ","th persons, period average"
16892,"Czechia","(a) ","th persons, period average"
18781,"Hungary","(a) ","th persons, period average"
69451,"Kazakhstan","(a) ","th persons, period average"
120409,"Moldova","(a) ","th persons, period average"
18264,"Montenegro","(a) ","th persons, period average"
21793,"North Macedonia","(a) ","th persons, period average"
22876,"Poland","(a) ","th persons, period average"
23856,"Romania","(a) ","th persons, period average"
58997,"Russia","(a) ","th persons, period average"
19660,"Serbia","(a) ","th persons, period average"
27961,"Serbia and Montenegro","(a) ","th persons, period average"
26599,"Slovakia","(a) ","th persons, period average"
20889,"Slovenia","(a) ","th persons, period average"
25873,"Ukraine","(a) ","th persons, period average"
79796,"Bosnia and Herzegovina","(a) ","in % of total"
79818,"Bulgaria","(a) ","in % of total"
79887,"Croatia","(a) ","in % of total"
79853,"Czechia","(a) ","in % of total"
79926,"Hungary","(a) ","in % of total"
79947,"Kazakhstan","(a) ","in % of total"
120443,"Moldova","(a) ","in % of total"
79964,"Montenegro","(a) ","in % of total"
79981,"North Macedonia","(a) ","in % of total"
79998,"Poland","(a) ","in % of total"
